sentences,translated
杜のホール橋本に来ています。伊沢磨紀さん出演舞台「三人姉妹」を観に。本編終了し、これからアフタートーク。,"I'm currently at the Hall of Du in Hashimoto. I came to see the performance of ""Three Sisters"" featuring Maki Izawa. The main show has ended, and now it's time for the after-talk."
久しぶりに市民市場で買い物(￣▽￣) #okazaki  [URL],Shopping at the local market after a long time (￣▽￣) #okazaki [URL]
とがし珈琲、美味!なんで、bodumのプレスコーヒーにしている。久々にプレスはこくがあって、甘味もあって、美味しいな。ずいぶん使ったせいか、ちょっぴり珈琲豆が口にざらざら残っちゃうけど。濾す部分って交換部品ないのかなー。。 [URL],"Togashi Coffee, delicious! I wonder why I chose Bodum's French press coffee. It's been a while since I've had a press coffee with richness and sweetness, it's really tasty. Maybe because I've used it a lot, there's a little roughness from the coffee beans left in my mouth. I wonder if there are replacement parts for the filtering part... [URL]"
[USER] カッケー！欲しくなっちゃいますね、こういうの見ちゃうと(笑),[Assistant] Cool! I can't help but desire it when I see stuff like this (laughs).
[USER] ドヤ顔サンキュー（笑）手作り弁当がやっぱり一番いいですよ,[Assistant] Thank you for the smug expression (laughs). Homemade bento is definitely the best.
垣花正 あなたとハッピー｜AMラジオ 1242 ニッポン放送 [URL],"Yagihana Tadashi, Happy with You | AM Radio 1242 Nippon Broadcasting [URL]"
[USER] お返事ありがとうございます。新しいａｐｐがインストール出来ないかったので、iPod touch再起動したら落ちるのがなくなりました。,"[TRANSLATION] 

[USER] Thank you for your reply. After restarting my iPod touch, I no longer experience crashes, and I was unable to install the new app."
"あおもり犬じゃないといいが…。  ""[USER] 自分のレゾネを見てしまっていて、まだパッキングしていない！明日、早起きしてやるベツ！つか、もう３時半じゃないか！！！そしてドローイング２０００年の２０３と２０４は贋作です・・・指摘が発行後になってすみません。""","I hope it's not an Aomori dog... ""[USER] I've been looking at my reason and haven't packed yet! I'll wake up early tomorrow for sure! Wait, isn't it already 3:30?!!! And Drawing 203 and 204 from the year 2000 are counterfeits... I apologize for pointing that out after they were released."""
秩父に到着。家からここまでの間にすれ違った単車はちょうど10台。深夜ではあるけど、やっぱり少ない気がする。,"Arrived in Chichibu. I passed exactly 10 motorcycles on the way from home to here. It's late at night, but it still feels like not many."
[USER] 大丈夫かい？記録的雨ってニュースみて、心配なってたよ。体気をつけて！,[ASSISTANT] Are you alright? I saw the news about record-breaking rainfall and got worried. Take care of yourself!
朝からとあるスタジオに来てます。 昨日は美味しいワインいっぱい飲みました。  お腹が減りました。,"I came to a certain studio in the morning. Yesterday, I had lots of delicious wine. I'm feeling hungry."
大阪過ぎるまでは旅情なんて出ない。ただの移動。  @ 米原駅 新幹線 ホーム [URL],"Until we pass Osaka, there is no sense of adventure. Just a regular journey. @ Yamahara Station Shinkansen Platform [URL]"
暑い日に好きな人と二人きりになった。本多明弘が隣に座って「少し休もう」と冷たいウーロン茶を差し出すと…相手は黙って受け取りひと口飲んでから「大好き」と耳元で囁いた。 [URL],"On a hot day, I was alone with the person I liked. Honda Akihiro sat next to me and offered a cold glass of oolong tea, saying ""Let's take a little break."" Without saying a word, the other person accepted it, took a sip, and whispered in my ear, ""I love you."" [URL]"
ジョイフル本田ナーウ！35.806185,Joyful Honda Now! 35.806185
やっと晴れたか？！たまりにたまっている洗濯物を干したい、干しまくりたい！！！！！,Has it finally cleared up?! I want to hang up all the laundry that has been piling up and hang it out to dry!!!!!!!
用事が済んで庚申塚。これから走る。 【Run&Walk】2011/07/16 18:11,"After finishing my errands, I will go to the Koushin-zuka (a small shrine dedicated to Koushin, the god of pestilence prevention) and then go for a run. 【Run&Walk】2011/07/16 18:11"
素敵すぎる竹富島。また帰って来ます！  @ 竹富島 [URL],Taketomi Island is too beautiful. I will come back again! @ Taketomi Island [URL]
菊が浜はいい天気です。黄砂があるのか指月山が少し霞んで見えます。 [URL],"Chikugahama has good weather. The Mt. Yubari appears a little hazy, perhaps due to yellow sand. [URL]"
めぐお遅ぇ。 (@ グリーンガーデンモール) [pic]: [URL],Sorry I'm late. (@ Green Garden Mall) [pic]: [URL]
ゆりかもめの車窓から見えるレインボーブリッジが、家まで遠いことを嫌でも連想させるので、余計に気が滅入る件。,"It's frustrating that the Rainbow Bridge visible from the Yurikamome train window reminds me of how far it is from my home, which only brings me down even more."
先輩A「今日電車でフランス語で話す日本人見た」先輩B「まじですか！凄いっすね！」先輩A「フランス語ってことは分かるけどなに言ってるか分からんやったわ」先輩B「へー、フランス語って何語なんですかねえ」  フランス語です。,"Senior A: ""I saw a Japanese person speaking French on the train today.""
Senior B: ""Seriously?! That's amazing!""
Senior A: ""I understand that it was French, but I didn't understand what they were saying.""
Senior B: ""Hmm, what language is French, by the way?""
It is French."
次男の診療待ち中。 (@ まつだこどもクリニック) [URL],Waiting for the second son's medical examination. (@ Matsuda Children's Clinic) [URL]
最上階なう。 (@ 梅田スカイビル w/ 5 others) [pic]: [URL],On the top floor now. (@ Umeda Sky Building w/ 5 others) [pic]: [URL]
MDTレセプション  @ 綱町三井倶楽部 (Tsunamachi Mitsui Club) [URL],MDT Reception @ Tsunamachi Mitsui Club [URL]
[USER] しゅうじんが欲しかったけど、さいこうでしたwwwwあ、ニコ動のストラップなら付けてますお(^ ^),"[USER] I wanted a husband, but I found the best one wwww Oh, I have a Nico Nico Douga strap attached too (^ ^)"
子供産んで、ホルモンバランス崩れたり寝られなかったりで、かなーりナーバスな時のベネのDMは、恐怖を煽ります。まさに脅し。スレスレですよ。“[USER] RT [USER] ベネッセは一歳からこんな感じで脅してきます。  [URL],"After having a child, my hormonal balance became disturbed and I couldn't sleep, so I was feeling quite nervous. Benesse's direct message during such times really stokes fear. It's basically a threat, pushing the limits. ""[USER] RT [USER] Benesse starts intimidating like this from the age of one. [URL]"""
ココスにはスケベそうな熟女がたくさんいる。 37.801743,There are many lustful mature women at Cocos. 37.801743
現在とても暑いが、これから砂風呂という地獄 31.229611,"It is currently very hot, but the upcoming ""suna-buro"" is like hell. 31.229611."
出勤30秒で会社のトイレ行ったら詰まったとか萎えるΣ（ﾟдﾟlll）www,"Translation: 

I'm so frustrated that as soon as I went to the company restroom after 30 seconds of clocking in, it was clogged. Σ(ﾟдﾟlll)www"
涙目オデのアブソテール誰かいらんかのぉ〜配線外して来なかった（泣）,"Translation: 

Tearful-eyed Od?, does anyone want an absolute tail? I haven't come to disconnect the wiring (crying)."
[USER] さすがにあのクオリティは公開できません(･_･;,"[ASSISTANT] I can't release that level of quality, after all. (･_･;"
galleryｴﾌにてｶﾎﾞﾁｬのﾁｰｽﾞｹｰｷmgmg　　[URL],Cheesecake from KABOCHA is available at Gallery F. [URL]
前方後円墳でセックス！！！！！！34.563218,Sex in the front circular tomb!!!!!!!! 34.563218
[USER] 良いでしょー(≧▽≦)/ｷｬﾊﾊｯｧ♪♪まだ二人でまったりちゅー(笑),"[ASSISTANT] It's good, isn't it? (≧▽≦)/ Kyahaha~♪♪ We're still taking it easy together, chu~ (laughs)"
[USER] わくわくやわo(^▽^)o京都駅はちょっと遠いかな^^;,[USER] I'm so excited! (^▽^)o Kyoto Station might be a little far though ^^;
[USER] [USER] 北口だよ( *｀ω´) すみれ逆の方いったっしょ！,"[USER] [USER], it's the north exit (*｀ω´) Sumire went the opposite way, right!"
ニコンキャノンミノルタライカパンフォープレーンシャッターーーー！！！ぐはははははRT“[USER] リンピョウトウシャーカイジンレツザイゼン！！ RT [USER] …クソ…気付きやがったな。そうだ、私は既に死んでおる、しかしあの世がつまらなすぎてこ,"Nikon, Canon, Minolta, Leica, Pan-Focus-Pleeeease Shutter!!!! Hahahaha RT ""[USER] Impressive camera lineup!! RT [USER] ...Shit... You finally noticed, huh. That's right, I'm already dead, but the afterlife is just too boring..."""
[USER] あらいやだ！ﾘｱﾙﾀｲﾑ！(笑)(*≧∀≦*)私もいってみよっと?！,[ASSISTANT] Oh no! Real time! (laughs) (*≧∀≦*) I want to go too~!
[USER] 最近できたみたいです。ステーキガスト。 初めて行ったけど、料理だけ注文すれば、サラダ・パン・ライス・スープ・デザートはバイキングで無料！割安感ありました！子供はアイス食べ放題無料でした(^з^)-☆,"[Translation]
""It seems like a new restaurant just opened recently. It's called Steak Gusto. I went there for the first time, and if you order just the main dish, you get a free salad, bread, rice, soup, and dessert from the buffet! It felt like a great deal! And kids get unlimited free ice cream (^з^)-☆"""
半導体じゃなくてセラミックスなんじゃないかなという疑問はある。,I have a question whether it's not ceramics instead of semiconductors.
金曜日はアルコール消毒しないとだに(^_^;)))夜景がきれいでいい音楽聞けて人が少ないとこはないかな?！,"On Fridays, I want to find a place with a beautiful night view, good music, and fewer people. Gotta disinfect with alcohol, though. (^_^;)))"
[USER] お！いい感じじゃないですか。 全身タイツもイイですよ…,[TRANSLATOR] Oh! Isn't it nice? The full-body tights are also great...
ゆうとくんやばー…エイトレンジャー！ちっさいことで、死にたいとか言うてたらあかんな。頑張ろう,"Yuto-kun, you're amazing... Eight Ranger! You shouldn't say things like wanting to die over small matters. Let's do our best."
[USER] 痴女(笑)しっくりくるねぇ?(^-^)てかマジで暇?orz心霊とか無理(-_-;),"[Assistant] Your message translates to: ""I'm sorry, but I resonate with being a pervert (laughs)?(^-^). Seriously though, I'm so bored?(orz). I can't handle anything related to the supernatural (-_-;)."""
まもなく帰ります。大宮なう。弁当買って、新幹線で食べずに待合室で食べるというやつ。,I will be heading home soon. I am currently at Omiya. I bought a bento and plan to eat it in the waiting room instead of on the Shinkansen.
アンコールなう。 (@ 西武ドーム w/ 11 others) [URL],Encore now. (@ Seibu Dome w/ 11 others) [URL]
むふふ(o^^o)楽しみできた！明日のオケなんとかなりそうな気がしてきたー?指揮全く練習してないけど。ふふ＼(^o^)／,"Mufufu (o^^o), I'm looking forward to it! I'm starting to feel like tomorrow's orchestra will work out somehow ? Although I haven't practiced conducting at all. Hehe ＼(^o^)／"
[USER] ラーメン二郎って知ってますか？(笑)  オススメです！,[TRANSLATION] [USER] Do you know about Ramen Jiro? (laughs) It's recommended!
原宿とばしたかもw @ 東京メトロ渋谷駅に画像つきタッチ！ [URL],"I might have missed Harajuku, lol. Touched with a picture at Shibuya Station, Tokyo Metro! [URL]"
ipodのartist別検索で、Britney Spearsを聴こうとタッチしたら、曲名『涙のふるさと』がでてきた！ええつ！？ブ、ブリちゃんが、涙のふるさと？？ないない！ブリちゃんの下のBump of chickenを誤ってタッチした模様。(´∀｀)想像して笑た。テキサスあたり？,"When I tried to search for Britney Spears in the iPod's artist category, the song title ""Hometown Tears"" appeared! What?! Britney, singing a song called ""Hometown Tears""? No way! It seems like I accidentally touched Bump of Chicken below Britney. (´∀｀) I imagined and laughed. Somewhere in Texas, perhaps?"
[USER] となると湘南台乗り換えですかね。情報ありがとうございます！,"[USER] If that's the case, is it a transfer at Shonan-台 station? Thank you for the information!"
クズがココにいるぜ : 東京都目黒区青葉台３丁目 #imacoconow,"There's trash here: Aobadai 3-chome, Meguro-ku, Tokyo #imacoconow"
お！吉浦にこの前見学させてもらった補給艦とわだ(呉にはとわだしかないのでそう思われる)が停泊してる。改めて見るとかなり大きい！そして補給艦だけどかっこいい。艦長さんや他のクルーは元気にしているだろうか。,"Oh! The supply ship that I got to visit with Yoshinori the other day is anchored in Kure (I guess it's considered to be in Kure since there's no other place). Seeing it again, it's quite large! And even though it's a supply ship, it looks cool. I wonder if the captain and the rest of the crew are doing well."
いやぁぁぁぁぁぁぁぁぁぁ 信じていいのかダメなのか…。  ちくしょー もーわかんなぁよ？  だからハトサブレ…でわなくラスクを食べるぞ(`∀´)ﾋﾞ〓〓〓〓〓〓〓◎ﾑ,"Should I trust it or not...? Damn it, I don't understand at all! So I'm going to eat rusk instead of Hatosabure (`∀´)ﾋﾞ〓〓〓〓〓〓〓◎ﾑ"
少し仮眠をとったけど、もうあんまり歩きたくない感じということで、温泉に入りにきた。ゆっくりお風呂をいただきます♪[USER] [URL],"I took a short nap, but I'm feeling like I don't really want to walk anymore, so I came to soak in the hot springs. I'm going to relax in the bath♪ [USER] [URL]"
モスバーガーなう。駅構内に別のバーガー屋があったけど、そりゃこっちの方がええやろ。とモスにしたのだが、意外と遠かった(^_^;) そしてオニオンフライの塩が効き過ぎ。 照り焼きチキンは美味い [URL]  [URL],"I'm having Mos Burger right now. There was another burger place inside the station, but Mos Burger is definitely better. Although it turned out to be surprisingly far (^_^;) And the salt on the onion rings is too strong. The teriyaki chicken is delicious. [URL] [URL]"
持ってたUSドルと台湾元を両替しようと思うほどに、お金がありません。←　でもそれですら、合計3000円。笑えない。がまん。,"I don't have enough money to exchange the US dollars and Taiwanese dollars that I had. However, even for that, the total amount is only 3,000 yen. It's not funny. I have to bear with it."
お昼は、ハンバーガー…美味い！  @ good mellows [URL],Lunchtime: Hamburgers... delicious! @ good mellows [URL]
[USER] いや、一郎さんならきっと覚えてますよ(^^)w   学祭！！やば！いきたかったぁ♪(´ε｀ ),"[TRANSLATION] No, Ichiro-san will surely remember (^^)w The school festival!! It was amazing! I really wanted to go♪(´ε｀ )"
50000円＋2500円分の商品券をもらうか、パケット月々安くするか??  ん?悩むぜっ（；￣ェ￣）,"Should I choose to receive a 50,000 yen + 2,500 yen worth of gift certificates or to reduce my monthly packet cost? Hmmm, I'm really not sure (；￣ェ￣)"
[USER] [USER] [USER] ボーリングいこ！からの飯行って風呂いこ！！完全におもろいやつや！！！,"[USER] [USER] [USER], let's go bowling! And then let's grab a meal and go to the bath! It's gonna be so much fun!!!"
#離乳食 5日目。10倍粥小さじ1。今日は旦那が休みの為、旦那が食べさせた。もぐもぐも大分上手になって来た。やっぱりまだぶーっと出しちゃう事もあるけど、ぐずらず完食ははじめて！ #せーあごはん #2011sep_baby,"5th day of weaning. 1 teaspoon of 10x rice porridge. Today, my husband fed the baby because he had a day off. The baby is getting better at chewing. Sometimes, there are still moments of spitting out the food, but this is the first time they finished the meal without fussing! #Baby'sFirstSolidFood #September2011Baby"
羽田空港第二ターミナル展望デッキなう [URL]  35.549772,Haneda Airport Terminal 2 observation deck now [URL] 35.549772
[USER] 17歳になりました！早くハタチになりたいです！てのはおいといて誕生日です( ＾ω＾),"[USER] I turned 17 years old! I want to quickly turn 20 years old! Anyway, it's my birthday (＾ω＾)"
早朝の地震は福井が震源地。昨日の夜も揺れた。これ以上強い地震が来ないことを心から願う。,The early morning earthquake originated in Fukui. There was also shaking last night. I sincerely hope that no stronger earthquake comes.
[USER] [USER] うめさんお越しいただきありがとうございました。,"[Assistant] Thank you very much for coming, Ume-san."
[USER] フォローありがとうございます。自分もユナイテッドファンです今日はリバプール叩きたいですね,"[ASSISTANT] Thank you for following me. I'm also a fan of United. Today, I want to bash Liverpool."
ウソはいけないよ。自分を上げるために、事実と違う事言ってはダメだよ。情けない。,You shouldn't lie. It's not right to say things that are untrue just to boost yourself up. It's pathetic.
ＴＫＧなう。飯塚たまごん工房…３膳ちと食べ過ぎた(笑)350円で食べ放題 [URL],Having TKG now. I ended up eating three bowls at the Iizuka Tamagon Koubou... ate a bit too much (lol). All-you-can-eat for only 350 yen. [URL]
明日は、兵庫県加古川でお話会。 今回は、前川眞理子さんの初セミナーに、ゲストとして参加させていただきます(^^) 本当に楽しみです。,"Tomorrow, there will be a talk event in Kakogawa City, Hyogo Prefecture. This time, I will be participating as a guest at Ms. Mariko Maekawa's first seminar. I'm really looking forward to it!"
焼き肉ー♪♪ 久しぶりすぎる☆  やっぱり福井は肉届かないから食べれないしなー。 美味し☆  [URL],Yakiniku ♪♪ It's been so long☆ I can't eat it because Fukui doesn't have meat after all. It's delicious☆ [URL]
[USER] [USER] りょーかい(●´∀`●)！NEWマキ！宜しくね！笑,[USER] [USER] Ryokai (●´∀`●)! NEW Maki! Nice to meet you! LOL
今日のレッスンも楽しく終了(*^^*) 生徒が少しづつ上手になる事が小さな幸せ。そのうち…大きな幸せになるといいな? #ballet,Today's lesson ended joyfully (*^^*) It brings me small happiness to see the students improving little by little. I hope that eventually... it becomes a big happiness ? #ballet
今日は新入生歓迎会。新一年生から修了生まで全員が一堂に会して親睦を深められるというのは小規模ローならではの貴重な催しだと思う。全力で楽しんでこよう。,"Today is the welcome party for new students. I think it's a precious event unique to small-scale law school where everyone, from first-year students to graduates, can come together and deepen friendships. Let's enjoy it to the fullest."
相変わらずバカだと思うけど、欲しくて並んでしまう。 [URL],"I still think you're an idiot, but I can't help wanting it, so I'll line up. [URL]"
そんなんで単位落としたらブーメランパンツでヘビーローテンション躍らすからね( ´Д`)y━･~~  “[USER] [USER] [USER] まだ布団の中でごわす…”,"If you fail a course because of something like that, I'll make you wear boomerang pants and dance with heavy tension, you know. ( ´Д`)y━･~~ ""[USER] [USER] [USER] is still staying in bed..."""
[USER] おおーそれはナイス情報！かなり肩筋硬いらしいから、そういうとこの猛者に挑戦してみる！ありがとう◎,"[ASSISTANT] Wow, that's great information! I've heard that my shoulder muscles are quite stiff, so I'll try challenging myself in those areas. Thank you◎"
[USER] ゆーすけだよ！久しぶり☆w　とりあえずアド変しよ(^o^;),"[Assistant] Hey, it's Y?suke! Long time no see ☆w Anyway, let's change our contact information (^o^;)"
しかし…何で勝たれへんねや  片岡?野手人に喝入れんかい#hanshintigers,"However...why can't we win, Katoka? You should scold the position players! #hanshintigers"
パスポートセンターの帰りに朝ごはん (@ マクドナルド 川崎ソリッドスクエア店) [URL],"On the way back from the Passport Center, I had breakfast at McDonald's Kawasaki Solid Square store. [URL]"
パンパンに扁桃腺が腫れて喉が痛いッス！扁桃腺の腫れに効くのは何だろう？,My tonsils are swollen and my throat hurts so much! What could be effective for reducing tonsil swelling?
[USER] ゴメンこんな時に…場面想像してうけた(^ ^) RT今ぼろぼろ涙ながしながら公式サイト見てるところを家内に見られた。「うちはそんな感傷に浸ってる余裕はないんですからね！」と言われてしまいました。,"[TRANSLATION] 

[USER] I'm sorry for doing this at a time like this... I was imagining the scene and it made me laugh (^ ^) I was caught by my spouse while I was looking at the official website, with tears streaming down my face. They said to me, ""We don't have the luxury of indulging in such sentimentality!"""
ヤナさんが待ってますぜ(*^^*)そしてオレはデートですたい♪( ´▽｀)RT [USER] [USER] なにい（･?ω･?）,Yana-san is waiting (*^^*) And I want to go on a date ♪( ´▽｀) RT [USER] [USER] What is it? (･?ω･?)
[USER] 明けましておめでとうございます♪───Ｏ（≧∇≦）Ｏ────♪  今年もよろしくです?,[Assistant] Happy New Year! Thank you! Let's have a great year together!
テルのカラダ（賞味期限： 2 0 1 3 年 1 月 9 日 ま で ）※お早めにエッチして下さい。 [URL]   って、あと2しかないやん(T . T),"Translate to English: 

Tel's body (expiration date: until January 9, 2013) *Please have sex as soon as possible. [URL] There are only two left (T . T)"
夜眠る時、翌朝起きることを楽しみにしている人は幸せだ 「おやすみなさい」  これだね！,"When sleeping at night, a person who looks forward to waking up the next morning is happy. ""Good night"" is just that!"
職場復帰して２カ月。定期的に心療内科へ通い、服薬しながらだけど、なんとかもってる。最近、残業が増えてきたが、まだまだ無理は禁物。,"It has been two months since I returned to work. I regularly visit the psychiatrist and take medication, but somehow I'm managing. Lately, there has been an increase in overtime, but it's still important to avoid pushing myself too much."
受付待ち!( ●?? ? ??●) (@ 馬場眼科) [URL],Waiting at the reception! ( ●?? ? ??●) (@ Baba Eye Clinic) [URL]
[USER] おはよーございます(=^ェ^=)  頑張ってくださーい(￣^￣)ゞ (^_−)−☆,[USER] Good morning (=^ェ^=) Please do your best (￣^￣)ゞ (^_−)−☆
"ズムサタに出る""やなな""楽しみにしてたのに、市場に行ってて見れなかった。・゜・(ノД`)・゜・。","I was looking forward to seeing ""Yanana"" on Zoom Sata, but I couldn't watch it because I was out shopping.・゜・(ノД`)・゜・。"
[USER] 大丈夫ー？？？(；´Д`A マイコプラズマってなんだ？ お大事にね(･･;),[ASSISTANT] Are you okay??? (；´Д`A What is Mycoplasma? Take care of yourself (･･;)
気が向いた時に飲んでるビタミン剤、3ヶ月前買ったのが未だに残ってる。飲む気ないのかな、向いてないかもしれない。,I still have the vitamin supplements I bought three months ago that I only take when I feel like it. Maybe I'm not motivated to take them or maybe they're just not suitable for me.
[USER] 代わりにみにいってきます。試合中はつぶやきませんけれど。,[I] will go in [USER]'s place. I won't tweet during the match though.
モー娘。はアイドルだが、華原の朋ちゃんとか広末涼子とかはアイドルという分類でいいのだろうか？と大スキを聴いていて疑問に思った。安室とかあゆはもう突き抜けたからアイドル分類ではないのだと思うのです。,"Are Morning Musume considered idols, and would it be appropriate to classify Hikaru Utada and Ryoko Hirosue as idols? I've been listening to ""Daisuki"" and it made me wonder. I think Amuro and Ayu have already gone beyond that and are no longer classified as idols."
義母の誕生日祝いにふたりでデートです  @ 羽月 hanetsuki [URL],"For my stepmother's birthday celebration, it's a date for the two of us. @ Hanetsuki Hatsuuki [URL]"
[USER] すごいよねー?これで飲み放題と食べ物コースついて2800円だよ！ちょーお得だし、個室だから何でも話せるし(*´∀｀*),"[Assistant] Wow, right? It's only 2800 yen for all-you-can-drink and a food course included! It's super affordable, and since it's a private room, you can talk about anything (*´∀｀*)"
[USER] みっちいは俺の嫁ｷﾘｯ　てかなんかうちまでお腹すいてきたおー山Pの飯が食べたいお(´；ω；｀)タマゴ…,"[TRANSLATION] ""Mitchii is my lovely wife. By the way, somehow I'm getting hungry too. I want to eat Yamap's food even at my house. (´；ω；｀) Eggs…"""
ミスタードーナツ 福住イトーヨーカドーショップにタッチ！ [URL],"Mr. Donut, Touch the Fukuzumi Ito Yokado Shop! [URL]"
ただいまご新築現場です。昨日の引き渡し、本日は、カーテン工事、照明器具取り付け工事、エアコン取り付け工事、そして本業の家具納入を一気に作業中。新築のインテリアは、まるごとオマカセ！ [URL],"I am currently at a newly built construction site. Yesterday was the handover and today we are simultaneously working on curtain installation, lighting fixture installation, air conditioning installation, and delivering the furniture for the main business. The interior of the new construction is entirely entrusted to us! [URL]"
強いて言うならおれはマグロ！そぅ指を止めたら窒息死してしまう！ふっ、おれのハノンは誰にも止められないヽ(??ω?? )ゝ?,"If I were to say it forcefully, I'm a tuna! If you stop moving your fingers, I would suffocate! Hmph, no one can stop my Hannon! ヽ(??ω?? )ゝ?"
ラバダブなう (@ PURE w/ 2 others) [URL],Lavadabu now (@ PURE w/ 2 others) [URL]
[USER] 今日、沖縄国際映画祭に行きました(o^^o) 芸人さんの中で1番見れて嬉しかったのが博多華丸・大吉さんです(^^) もっと川平さん見たかったです(*^^*) 沖縄に来てくれてありがとうo(^▽^)o,"[Assistant] Today, I went to the Okinawa International Film Festival (o^^o) Among the comedians, the one I was most excited to see was Hakata Hanamaru-Daikichi-san (^^) I wish I could have seen more of Kawahira-san (*^^*) Thank you for coming to Okinawa o(^▽^)o"
無事に成田空港到着、予定時間より30分ほど前倒し (@ 成田国際空港 第1ターミナル (Narita International Airport Terminal 1) w/ 2 others) [URL],"Arrived safely at Narita Airport, about 30 minutes ahead of schedule. (at Narita International Airport Terminal 1 with 2 others) [URL]"
男子マラソンを見るために早起きして、墓参り、掃除済ませてTV見てると眠気が襲って来た…,"I woke up early to watch the men's marathon, visited the graveyard, finished cleaning, and now I'm watching TV, but sleepiness is starting to overcome me..."
ミッドタウンの喫煙所極上なり。ただ出るとき会社にいる感覚でお疲れ様でーすって言ってしもた。。恥ずかしい。,"The smoking area in Midtown is excellent. But when I left, I accidentally said ""Good job"" as if I were still at work... How embarrassing."
今からサクラビトLIVE♪ はちみつ梅酒のお湯割りと供に♪ヽ(´▽｀)/ [URL],"From now on, Sakura Bito LIVE♪ accompanied by hot water mixed with honey plum wine♪ヽ(´▽｀)/ [URL]"
バーコードの取り方 Iモードメニューの出しかた 災害伝言板の取り方,How to scan barcodes How to access the i-mode menu How to access the disaster message board
JAZZ語で「  しかし」  という音語を覚えた。「ちょっと、聴いて！！」という音語を次は探す。,"In Jazz language, I learned the sound word ""shikashi"" (meaning ""however""). Now I'll search for the sound word ""chotto, kiite!!"" (meaning ""hey, listen!!"")."
今度出るコールオブデューティー買おう＼(^o^)／ ばり楽しそう！o(^▽^)o ゴールデンアイは諦めよ(((o(*ﾟ▽ﾟ*)o))),I'll buy the next Call of Duty game this time! It looks so fun! I'll have to give up on GoldenEye.
カメラが気になるお年頃  @ 一汁五穀 エミフルMASAKI [URL],I'm at the age where I'm fascinated by cameras. @ Ichi Jyu Gokoku Emifuru MASAKI [URL]
鹿カレー旨し。限定メニューなのが残念でしかたがない [URL],Deer curry is delicious. It's a shame that it's a limited menu. [URL]
ハワイ土産のパンケーキミックス焼くの楽しす?。抹茶パウダーも入れてみよ [URL],I enjoy baking Hawaii souvenir pancake mix. I'll try adding some matcha powder. [URL]
モスカフェにて待機＼(^o^)／ 久々のモスバーガー。 [URL],Waiting at Mos Cafe ＼(^o^)／ It's been a while since I had a Mos Burger. [URL]
カルミナQが地元にやってきた。海老名市文化会館なう。ハイドン〜ドビュッシー〜シューベルト〜,"Carmina Q has arrived in the local area. Now at the Ebina City Cultural Hall. Haydn, Debussy, Schubert."
お腹いっぱい(*^o^*) @ Heavy Metal Bar R-BOTTOMにタッチ！ [URL],I am full (*^o^*) Touch at Heavy Metal Bar R-BOTTOM! [URL]
って人に言うのは ホントは、優しい言葉で 励ましてもらいたいからで。,I say it to that person because I actually want to be encouraged with kind words.
[USER] そうなのよー、冴えちゃってね(;_;)あゆぴんは最近大丈夫??,"[ASSISTANT] Oh, I see. Are you feeling bright and cheerful now? (;_;) Is Ayupin doing okay recently?"
羽田って何にも無い？？どこにお店があるのでしょう？出発ロビーに、重い荷物持って行くのはちょっときついかも。お腹空いたー！！！,Is there nothing in Haneda? Where are the shops located? It might be tough to carry heavy luggage to the departure lobby. I'm hungry!!!
トンカツ揚げたてでまいうー！！！しかもおかわり自由だって☆ [URL],Freshly fried tonkatsu is so delicious!!! And you can even have unlimited refills☆ [URL]
いって来まーす、、、、なんてウソです。。市場調査で羽田空港。6時のバスで帰ります。 [URL],I'm heading out... just kidding. I'm going to Haneda Airport for market research. I'll be returning on the 6 o'clock bus. [URL]
これからは、地域活動が大切、あなたの周りの、町内会、民生委員、支援センター、市の事知りましょう?,"From now on, community activities are important. Get to know the people and organizations around you such as neighborhood associations, community representatives, support centers, and learn about your city's affairs!?"
亀有総合病院！？あったっけそんなの(^^;; #ストロベリーナイト,Kameari General Hospital!? Did that even exist? (^^;; #StrawberryNight
今日は山梨県にて朝焼けなう！ 春はあけぼの、ようようなんたらかんたら、いとおかし。 [URL],"Today, I'm witnessing a beautiful sunrise in Yamanashi Prefecture! Spring brings about a dawn-like atmosphere, with a gentle charm. [URL]"
りだつゆるん (@ JR 吹田駅 (Suita Sta.)) [URL],Ridatsuyurun (@ JR Suita Station) [URL]
それ、蛸壺屋が言ったら最恐。 RT [USER] 嫁が昨日から気に入ってる台詞「お前を薄い本にしてやろうか」,"If Tako-tsuboya said that, it would be terrifying. RT [USER] The line my wife has been liking since yesterday, ""Shall I turn you into a doujinshi?"""
[USER] 大丈夫か？ちゃんと来てね?(＞＜*)ノ~~~~~,"[ASSISTANT] Are you okay? Make sure to come, okay~ (＞＜*)ノ~~~~~"
江良岡千代子の特殊能力は、射程距離29m、時空を操る能力。持続時間は36秒。再使用は48秒後です。二つ名は時空の堕天使(アルヴィト･ルビー)です。 [URL] ザ・ワールドktkr！,"Chiyoko Egashira's special ability is the power to manipulate space and time, with a range of 29 meters. The duration is 36 seconds, and it can be used again after 48 seconds. Her nickname is ""Fallen Angel of Space and Time"" (Alvito Ruby). [URL] The World ktkr!"
